Comienca comienca RG 0.952324
ordenada ordenar VMPS0SF 0.913043
que que CS 0.351047
todo todo DI0MS0 0.746894
el el DA0MS0 0.880831
mundo mundo NCMS000 1
se ser VSM02S0 0.225806
espantaua espantar VMII3S0 0.65
della della_de+della_el SP+DA 0.5
: : Fd 1
asi así RG 1
que que CS 0.351047
en en SPS00 1
la el DA0FS0 0.897854
batalla batalla NCFS000 1
ninguno ninguno PI0MS000 0.66129
non no RN 0.99968
auia haber VMII3S0 1
esperança esperanza NCFS000 1
en en SPS00 1
sus su DP3CP0 1
pies pie NCMP000 1
, , Fc 1
mas más RG 0.654277
en en SPS00 1
sus su DP3CP0 1
manos mano NCFP000 1
, , Fc 1
ca ca CS 0.982082
ninguno ninguno PI0MS000 0.66129
non no RN 0.99968
tenia tener VMII1S0 0.5
ojo ojo NCMS000 1
por por SPS00 1
foyr huir VMN0000 1
mas más RG 0.654277
por por SPS00 1
aber haber VMN0000 0.86
bitoria victoria NCFS000 0.711823
e e CC 1
todo todo DI0MS0 0.746894
el el DA0MS0 0.880831
contrario contrario NCMS000 0.617647
fue ser VSIS3S0 0.93672
de de SPS00 0.999758
Dario darío NP000P0 1
, , Fc 1
e e CC 1
de de SPS00 0.999758
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
por por SPS00 1
ende ende RG 1
fue ser VSIS3S0 0.93672
vençido vencer VMPS0SM 1
: : Fd 1
e e CC 1
los el DA0MP0 0.964169
otros otro DI0MP0 0.652439
bençedores vencedor NCMP000 0.569352
. . Fp 1

Onde donde RG 0.5
dize decir VMIP3S0 1
alli allí RG 1
Policrado policrado VMP00SM 0.648241
que que CS 0.351047
el el DA0MS0 0.880831
que que PR0CN000 0.648953
quisiere querer VMSF1S0 0.5
aber haber VMN0000 0.86
buen bueno AQ0MS0 1
bentura ventura NCFS000 1
en en SPS00 1
la el DA0FS0 0.897854
lid lid NCMS000 1
, , Fc 1
e e CC 1
ser ser VSN0000 0.969613
vençedor vencedor AQ0MS0 0.366391
, , Fc 1
deuen deber VMIP3P0 1
lidiar lidiar VMN0000 1
con con SPS00 1
arte arte NCCS000 1
, , Fc 1
e e CC 1
non no RN 0.99968
entrar entrar VMN0000 1
a a SPS00 0.956937
auentura aventura NCFS000 0.916667
, , Fc 1
e e CC 1
esta este DD0FS0 0.817376
arte arte NCCS000 1
, , Fc 1
asi así RG 1
como como CS 0.953008
dicho decir VMPS0SM 0.994792
es ser VSIP3S0 1
, , Fc 1
enseñauan enseñar VMII3P0 1
los el DA0MP0 0.964169
Griegos griego AQ0MP0 0.954545
a a SPS00 0.956937
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
otros otro PI0MP000 0.347561
, , Fc 1
onde donde PR000000 0.5
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
saben saber VMIP3P0 1
los el DA0MP0 0.964169
Españoles español NCMP000 0.633609
, , Fc 1
por por SPS00 1
uso uso NCMS000 0.355019
e e CC 1
por por SPS00 1
arte arte NCCS000 1
de de SPS00 0.999758
alli allí RG 1
fue ser VSIS3S0 0.93672
tomado tomar VMPS0SM 1
e e CC 1
aprendido aprender VMPS0SM 1
: : Fd 1
ca ca CS 0.982082
lidiando lidiar VMG0000 1
con con SPS00 1
los el DA0MP0 0.964169
Africanos africano NCMP000 0.525595
que que PR0CN000 0.648953
sabian saber VMII3P0 1
bien bien RG 0.963887
esta este DD0FS0 0.817376
arte arte NCCS000 1
, , Fc 1
de de SPS00 0.999758
alli allí RG 1
aprendieron aprender VMIS3P0 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
saben saber VMIP3P0 1
della della_de+della_el SP+DA 0.5
. . Fp 1

Et et CC 1
eso ese PD0NS000 1
mesmo mismo AQ0MS0 0.458647
los el DA0MP0 0.964169
Alimanes alemán NCMP000 0.633609
, , Fc 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
saben saber VMIP3P0 1
desta desta_de+desta_este SP+DD 1
arte arte NCCS000 1
de de SPS00 0.999758
alli allí RG 1
lo lo PP3CNa00 0.348232
aprendieron aprender VMIS3P0 1
, , Fc 1
enpero empero CC 1
que que CS 0.351047
ellos ellos PP3MP000 1
fian fiar VMIP3P0 1
mas más RG 0.654277
de de SPS00 0.999758
sus su DP3CP0 1
cuerpos cuerpo NCMP000 1
que que PR0CN000 0.648953
de de SPS00 0.999758
su su DP3CS0 1
arte arte NCCS000 1
, , Fc 1
e e CC 1
en en SPS00 1
el el DA0MS0 0.880831
ferir herir VMN0000 1
descubrense descubrir+se VMIP3P0+PP3CN000 1
mucho mucho RG 0.930013
por por SPS00 1
fazer hacer VMN0000 1
grandes grande AQ0CP0 0.996795
golpes golpe NCMP000 1
: : Fd 1
e e CC 1
muchas mucho DI0FP0 0.836538
vezes vez NCFP000 1
por por SPS00 1
ende ende RG 1
son ser VSIP3P0 0.987239
feridos herir VMPS0PM 0.916667
o o CC 0.99692
muertos muerto NCMP000 0.916667
e e CC 1
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
romanos romano AQ0MP0 0.916667
quando cuándo PT000000 1
usaron usar VMIS3P0 1
desta desta_de+desta_este SP+DD 1
arte arte NCCS000 1
fueron ser VSIS3P0 0.938596
vençedores vencedor AQ0MP0 0.430648
, , Fc 1
e e CC 1
quando cuándo PT000000 1
se saber VMIP1S0 0.763441
dieron dar VMIS3P0 1
a a SPS00 0.956937
otras otro DI0FP0 0.698675
costunbres costumbre NCFP000 1
fueron ser VSIS3P0 0.938596
vençidos vencer VMPS0PM 1
, , Fc 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
dixiemos decir VMIS1P0 1
de de SPS00 0.999758
suso suso RG 1
. . Fp 1

Et et CC 1
desto desto_de+desto_este SP+PD 1
fablaremos hablar VMIF1P0 0.672826
adelante adelante RG 0.924242
en en SPS00 1
esta este DD0FS0 0.817376
parte parte NCFS000 0.467611
terçera 3 NCFS000 0.916667
. . Fp 1

La el DA0FS0 0.897854
segunda 2 AO0FS0 1
cosa cosa NCFS000 1
que que PR0CN000 0.648953
conviene convenir VMIP3S0 1
aqui aquí RG 1
de de SPS00 0.999758
ser ser VSN0000 0.969613
notada notar VMPS0SF 1
en en SPS00 1
quales cuál PT0CP000 1
e e CC 1
quantas cuánto PT0FP000 0.0833333
cosas cosa NCFP000 1
son ser VSIP3P0 0.987239
menester menester NCMS000 1
a a SPS00 0.956937
la el DA0FS0 0.897854
hueste hueste NCFS000 1
lidiadores lidiador NCMP000 1
, , Fc 1
o o CC 0.99692
a a SPS00 0.956937
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
han haber VAIP3P0 0.97619
de de SPS00 0.999758
lidiar lidiar VMN0000 1
: : Fd 1
e e CC 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
dize decir VMIP3S0 1
en en SPS00 1
la el DA0FS0 0.897854
doctrina doctrina NCFS000 0.815401
de de SPS00 0.999758
los el DA0MP0 0.964169
filosofos filósofo NCMP000 1
morales moral AQ0CP0 0.916667
, , Fc 1
que que CS 0.351047
12 12 Z 1
cosas cosa NCFP000 1
son ser VSIP3P0 0.987239
menester menester NCMS000 1
a a SPS00 0.956937
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
, , Fc 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
son ser VSIP3P0 0.987239
los el DA0MP0 0.964169
ofiçios oficio NCMP000 1
dellos dellos_de+dellos_el SP+DA 0.5
La el DA0FS0 0.897854
primera 1 AO0FS0 0.70892
es ser VSIP3S0 1
que que CS 0.351047
con con SPS00 1
tal tal DD0CS0 0.776243
entençion intención NCFS000 1
reçiban recibir VMSP3P0 0.916667
la el DA0FS0 0.897854
batalla batalla NCFS000 1
, , Fc 1
que que CS 0.351047
sin sin SPS00 1
enjurias injuria NCFP000 1
de de SPS00 0.999758
ninguno ninguno PI0MS000 0.66129
biuan vivir VMSP3P0 1
en en SPS00 1
paz paz NCFS000 1
. . Fp 1

La el DA0FS0 0.897854
segunda 2 AO0FS0 1
, , Fc 1
que que CS 0.351047
ante antes RG 0.619303
que que CS 0.351047
acometan acometer VMSP3P0 0.970833
la el DA0FS0 0.897854
fazienda facienda NCFS000 0.512121
se saber VMIP1S0 0.763441
apresten aprestar VMSP3P0 0.970833
muy muy RG 1
bien bien RG 0.963887
para para SPS00 0.988789
ella él PP3FS000 1
. . Fp 1

Ca ca CS 0.982082
segunt según SPS00 0.990196
que que PR0CN000 0.648953
dize decir VMIP3S0 1
Seneca séneca NP000P0 1
el el DA0MS0 0.880831
luengo luengo AQ0MS0 1
aparejo aparejar VMIP1S0 0.488372
e e CC 1
bueno bueno AQ0MS0 0.980769
de de SPS00 0.999758
la el DA0FS0 0.897854
batalla batalla NCFS000 1
trae traer VMIP3S0 0.916667
apresurada apresurar VMPS0SF 1
bitoria victoria NCFS000 0.711823
e e CC 1
este este DD0MS0 0.93323
aparado aparar VMPS0SM 1
, , Fc 1
o o CC 0.99692
aparejado aparejado AQ0MS0 0.642857
esta este PD0FS000 0.143617
señaladamente señaladamente RG 1
en en SPS00 1
quatro cuatro AQ0MS0 0.366391
cosas cosa NCFP000 1
. . Fp 1

La el DA0FS0 0.897854
primera 1 AO0FS0 0.70892
es ser VSIP3S0 1
buenas bueno AQ0FP0 1
conpañas compañía NCFP000 1
, , Fc 1
e e CC 1
bien bien RG 0.963887
aperçebidas apercibir VMPS0PF 1
. . Fp 1

La el DA0FS0 0.897854
segunda 2 AO0FS0 1
, , Fc 1
buenas bueno AQ0FP0 1
fortalezas fortaleza NCFP000 1
, , Fc 1
e e CC 1
bien bien RG 0.963887
basteçidas abastecer VMPS0PF 1
. . Fp 1

La el DA0FS0 0.897854
terçera 3 AO0FS0 0.0833333
es ser VSIP3S0 1
abondamiento abundamiento NCMS000 1
de de SPS00 0.999758
viandas vianda NCFP000 1
, , Fc 1
e e CC 1
conplimiento cumplimiento NCMS000 1
de de SPS00 0.999758
espensas expensa NCFP000 1
. . Fp 1

La el DA0FS0 0.897854
quarta 4 AO0FS0 0.916667
es ser VSIP3S0 1
muchas mucho DI0FP0 0.836538
armas arma NCFP000 0.987805
, , Fc 1
e e CC 1
buenas bueno AQ0FP0 1
: : Fd 1
que que PR0CN000 0.648953
conviene convenir VMIP3S0 1
primeramente primeramente RG 1
prouar probar VMN0000 1
con con SPS00 1
sabiduria sabiduría NCFS000 1
, , Fc 1
antes antes RG 1
de de SPS00 0.999758
la el DA0FS0 0.897854
ora ora NCFS000 0.351724
de de SPS00 0.999758
lidiar lidiar VMN0000 1
. . Fp 1

Ca ca CS 0.982082
mejor mejor AQ0CS0 0.983871
es ser VSIP3S0 1
que que CS 0.351047
començar comenzar VMN0000 1
la el DA0FS0 0.897854
lid lid NCMS000 1
, , Fc 1
e e CC 1
despues después RG 1
que que CS 0.351047
fuere ser VSSF1S0 0.496212
començada comenzar VMPS0SF 1
, , Fc 1
non no RN 0.99968
la lo PP3FSA00 0.10199
continuar continuar VMN0000 1
. . Fp 1

Et et CC 1
mejor mejor AQ0CS0 0.983871
es ser VSIP3S0 1
esperar esperar VMN0000 1
de de SPS00 0.999758
non no RN 0.99968
reçebir recibir VMN0000 1
tuerto tuerto NCMS000 0.633609
, , Fc 1
que que CS 0.351047
despues después RG 1
que que CS 0.351047
lo lo PP3CNa00 0.348232
reçibiere recibir VMSF1S0 0.5
auer haber VMN0000 0.703704
de de SPS00 0.999758
vengarlo vengar+lo VMN0000+PP3CNa00 0.5 vengar+lo VMN0000+PP3MSa00 0.5
. . Fp 1

Et et CC 1
el el DA0MS0 0.880831
iii° iii° NCMS000 0.175279
ofiçio oficiar VMIS3S0 0.481337
es ser VSIP3S0 1
que que CS 0.351047
muchos mucho DI0MP0 0.876506
lidiadores lidiador NCMP000 1
non no RN 0.99968
deuen deber VMIP3P0 1
desesperar desesperar VMN0000 1
malamente malamente RG 1
por por SPS00 1
su su DP3CS0 1
flaqueza flaqueza NCFS000 1
, , Fc 1
mas más RG 0.654277
deuen deber VMIP3P0 1
tomar tomar VMN0000 1
grand grande AQ0CS0 1
fiuza fiucia NCFS000 1
por por SPS00 1
su su DP3CS0 1
cobdiçia codicia NCFS000 0.815423
, , Fc 1
ca ca CS 0.982082
el el DA0MS0 0.880831
amor amor NCMS000 1
del del_de+del_el SP+DA 0.5
algo algo PI0CS000 0.211538
, , Fc 1
o o CC 0.99692
la el DA0FS0 0.897854
cobdiçia codicia NCFS000 0.815423
desmesurada desmesurado AQ0FS0 1
trae traer VMIP3S0 0.916667
a a SPS00 0.956937
omne hombre NCMS000 1
a a SPS00 0.956937
muy muy RG 1
grandes grande AQ0CP0 0.996795
peligros peligro NCMP000 1
, , Fc 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
dixo decir VMIS3S0 1
el el DA0MS0 0.880831
poeta poeta NCMS000 1
Oraçio horacio NP000P0 1
. . Fp 1

Ca ca CS 0.982082
desear desear VMN0000 1
el el DA0MS0 0.880831
omne hombre NCMS000 1
mucho mucho RG 0.930013
el el DA0MS0 0.880831
oro oro NCMS000 0.968254
, , Fc 1
o o CC 0.99692
la el DA0FS0 0.897854
plata plata NCFS000 1
, , Fc 1
o o CC 0.99692
el el DA0MS0 0.880831
auer haber NCMS000 0.251029
, , Fc 1
e e CC 1
querer querer VMN0000 0.96875
por por SPS00 1
esta este DD0FS0 0.817376
razon razón NCFS000 1
abaxar abajar VMN0000 1
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
faze hacer VMIP3S0 1
a a SPS00 0.956937
los el DA0MP0 0.964169
omnes hombre NCMP000 1
ser ser VSN0000 0.969613
enlazados enlazar VMPS0PM 1
, , Fc 1
e e CC 1
reçebir recibir VMN0000 1
mayores mayor AQ0CP0 0.5
daños daño NCMP000 1
que que PR0CN000 0.648953
podrian poder VMIC3P0 1
ellos ellos PP3MP000 1
fazer hacer VMN0000 1
. . Fp 1

Et et CC 1
por por SPS00 1
esta este DD0FS0 0.817376
razon razón NCFS000 1
, , Fc 1
fue ser VSIS3S0 0.93672
sienpre siempre RG 1
vedado vedar VMPS0SM 1
en en SPS00 1
las el DA0FP0 0.860393
huestes hueste NCFP000 1
que que PR0CN000 0.648953
non no RN 0.99968
se se PP3CN000 0.0107527
abaxasen abajar VMSI3P0 1
al al_a+al_el SP+DA 0.915677
despojo despojo NCMS000 1
, , Fc 1
fasta hasta SP 0.99505
que que CS 0.351047
la el DA0FS0 0.897854
lid lid NCMS000 1
del del_de+del_el SP+DA 0.5
todo todo PI0MS000 0.17236
fuese ser VSSI1S0 0.480496
vençida vencer VMPS0SF 0.460071
por por SPS00 1
el el DA0MS0 0.880831
grant grande AQ0CS0 1
peligro peligro NCMS000 0.846154
que que PR0CN000 0.648953
dende dende RG 0.65
viene venir VMIP3S0 1
. . Fp 1

Et et CC 1
el el DA0MS0 0.880831
quarto 4 AO0MS0 0.738095
ofiçio oficio NCMS000 0.337326
es ser VSIP3S0 1
que que CS 0.351047
deuen deber VMIP3P0 1
temer temer VMN0000 1
mucho mucho RG 0.930013
mas más RG 0.654277
torpedat torpedad NCFS000 1
o o CC 0.99692
verguença vergüenza NCFS000 1
que que PR0CN000 0.648953
muerte muerte NCFS000 1
, , Fc 1
e e CC 1
deuen deber VMIP3P0 1
tener tener VMN0000 1
mientes miente NCFP000 0.52
mas mas CC 0.345275
a a SPS00 0.956937
onestad honestidad NCFS000 1
e e CC 1
a a SPS00 0.956937
virtud virtud NCFS000 1
que que PR0CN000 0.648953
a a SPS00 0.956937
salud salud NCFS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
cuerpos cuerpo NCMP000 1
, , Fc 1
nin ni CC 1
a a SPS00 0.956937
otros otro DI0MP0 0.652439
prouechos provecho NCMP000 1
ningunos ninguno PI0MP000 0.273349
; ; Fx 1
enpero empero CC 1
que que CS 0.351047
la el DA0FS0 0.897854
salud salud NCFS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
cuerpos cuerpo NCMP000 1
deuen deber VMIP3P0 1
anteponer anteponer VMN0000 1
a a SPS00 0.956937
las el DA0FP0 0.860393
gueuas gueuas NCFP000 0.6
que que PR0CN000 0.648953
las lo PP3FPA00 0.139221
cuentan contar VMIP3P0 1
, , Fc 1
ca ca CS 0.982082
por por SPS00 1
quales cuál PT0CP000 1
quier querer VMSP1S0 0.499006
gueuas gueuas NCFP000 0.6
non no RN 0.99968
deuen deber VMIP3P0 1
començar comenzar VMN0000 1
guerras guerra NCFP000 1
. . Fp 1

El el DA0MS0 0.880831
quinto quinto AO0MS0 0.875
, , Fc 1
que que CS 0.351047
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
deuen deber VMIP3P0 1
tener tener VMN0000 1
todas todo DI0FP0 0.958167
sus su DP3CP0 1
conpañas compañía NCFP000 1
bien bien RG 0.963887
guisadas guisar VMPS0PF 1
en en SPS00 1
grandes grande AQ0CP0 0.996795
e e CC 1
muchos mucho DI0MP0 0.876506
trabajos trabajo NCMP000 1
, , Fc 1
por por SPS00 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dize decir VMIP3S0 1
Lucano lucano NP000P0 1
que que PR0CN000 0.648953
conviene convenir VMIP3S0 1
de de SPS00 0.999758
poner poner VMN0000 1
la el DA0FS0 0.897854
voluntad voluntad NCFS000 1
sienpre siempre RG 1
en en SPS00 1
algunas alguno DI0FP0 0.990196
ocupaciones ocupación NCFP000 1
, , Fc 1
que que CS 0.351047
non no RN 0.99968
este este DD0MS0 0.93323
baldio baldío NCMS000 0.633609
nin ni CC 1
se se PP3CN000 0.0107527
entorpezca entorpezca VMSP3S0 1
. . Fp 1

El el DA0MS0 0.880831
vi 6 Z 0.6
ofiçio oficio NCMS000 0.337326
de de SPS00 0.999758
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
es ser VSIP3S0 1
amonestar amonestar VMN0000 1
a a SPS00 0.956937
la el DA0FS0 0.897854
mançebia mancebía NCFS000 1
, , Fc 1
ante antes RG 0.619303
que que CS 0.351047
venga venir VMSP3S0 0.281818
a a SPS00 0.956937
la el DA0FS0 0.897854
batalla batalla NCFS000 1
e e CC 1
a a SPS00 0.956937
las el DA0FP0 0.860393
vezes vez NCFP000 1
alabarlos alabar+lo VMN0000+PP3MPA00 1
de de SPS00 0.999758
bondades bondad NCFP000 1
e e CC 1
a a SPS00 0.956937
las el DA0FP0 0.860393
vezes vez NCFP000 1
amonestarlos amonestar+lo VMN0000+PP3MPA00 1
que que CS 0.351047
se se PP3CN000 0.0107527
guarden guardar VMSP3P0 0.970833
de de SPS00 0.999758
caer caer VMN0000 1
en en SPS00 1
peligros peligro NCMP000 1
a a SPS00 0.956937
que que CS 0.351047
esten estar VASP3P0 1
sienpre siempre RG 1
bien bien RG 0.963887
aperçebidos apercibir VMPS0PM 1
, , Fc 1
ca ca CS 0.982082
non no RN 0.99968
duermen dormir VMIP3P0 1
sus su DP3CP0 1
enemigos enemigo NCMP000 0.65625
. . Fp 1

El el DA0MS0 0.880831
vii° vii° NCMS000 0.175279
ofiçio oficiar VMIS3S0 0.481337
es ser VSIP3S0 1
que que CS 0.351047
quando cuándo PT000000 1
vinieren venir VMSF3P0 1
a a SPS00 0.956937
los el DA0MP0 0.964169
golpes golpe NCMP000 1
, , Fc 1
ellos ellos PP3MP000 1
sean ser VSSP3P0 0.986111
los el DA0MP0 0.964169
primeros primero NCMP000 0.0454545
acometedores acometedor AQ0MP0 1
, , Fc 1
e e CC 1
façedores façedores NCMP000 0.785809
de de SPS00 0.999758
sangre sangre NCFS000 0.885714
: : Fd 1
e e CC 1
quando cuándo PT000000 1
bieren ver VMSF3P0 1
algunos alguno PI0MP000 0.31982
de de SPS00 0.999758
los el DA0MP0 0.964169
suyos suyo PX3MP000 1
caer caer VMN0000 1
mal mal NCMS000 0.597734
, , Fc 1
que que CS 0.351047
los lo PP3MPA00 0.0355791
ayuden ayudar VMSP3P0 0.970833
, , Fc 1
e e CC 1
los lo PP3MPA00 0.0355791
saquen sacar VMSP3P0 0.970833
de de SPS00 0.999758
entre entre SPS00 0.97037
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
e e CC 1
quando cuándo PT000000 1
bieren ver VMSF3P0 1
que que CS 0.351047
algunos alguno PI0MP000 0.31982
trabajan trabajar VMIP3P0 1
mucho mucho RG 0.930013
, , Fc 1
e e CC 1
estan estar VAIP3P0 1
muy muy RG 1
afincados afincado AQ0MP0 0.75
, , Fc 1
que que CS 0.351047
los lo PP3MPA00 0.0355791
vayan ir VMSP3P0 0.970833
a a SPS00 0.956937
correr correr VMN0000 1
. . Fp 1

El el DA0MS0 0.880831
viii° viii° NCMS000 0.175279
ofiçio oficiar VMIS3S0 0.481337
, , Fc 1
que que CS 0.351047
quando cuándo PT000000 1
bieren ver VMSF3P0 1
vitoria victoria NCFS000 0.916667
de de SPS00 0.999758
sus su DP3CP0 1
enemigos enemigo NCMP000 0.65625
, , Fc 1
que que CS 0.351047
guarden guardar VMSP3P0 0.970833
aquellos aquel PD0MP000 0.65411
que que PR0CN000 0.648953
les le PP3CPD00 1
non no RN 0.99968
fueren ser VSSF3P0 0.980769
muy muy RG 1
malos malo AQ0MP0 0.990196
, , Fc 1
nin ni CC 1
muy muy RG 1
crueles cruel AQ0CP0 1
. . Fp 1

Ca ca CS 0.982082
mejor mejor AQ0CS0 0.983871
es ser VSIP3S0 1
de de SPS00 0.999758
los el DA0MP0 0.964169
auer haber NCMS000 0.251029
sojebtos sujeto AQ0MP0 0.414127
, , Fc 1
e e CC 1
siervos siervo NCMP000 1
, , Fc 1
que que CS 0.351047
muertos muerto NCMP000 0.916667
. . Fp 1

Et et CC 1
el el DA0MS0 0.880831
ix 9 Z 1
ofiçio oficio NCMS000 0.337326
es ser VSIP3S0 1
que que CS 0.351047
guarden guardar VMSP3P0 0.970833
sienpre siempre RG 1
las el DA0FP0 0.860393
treguas tregua NCFP000 1
, , Fc 1
e e CC 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
prometieron prometer VMIS3P0 1
a a SPS00 0.956937
sus su DP3CP0 1
enemigos enemigo NCMP000 0.65625
, , Fc 1
e e CC 1
que que CS 0.351047
non no RN 0.99968
deuen deber VMIP3P0 1
tener tener VMN0000 1
mientes mentar VMSP2S0 0.38
a a SPS00 0.956937
aquellos aquel PD0MP000 0.65411
que que PR0CN000 0.648953
algunos alguno PI0MP000 0.31982
dizen decir VMIP3P0 1
que que CS 0.351047
quierran querer VMSP3P0 1
auer haber VMN0000 0.703704
amistança amistanza NCFS000 1
, , Fc 1
o o CC 0.99692
virtud virtud NCFS000 1
, , Fc 1
contra contra SPS00 0.982979
sus su DP3CP0 1
enemigo enemigo NCMS000 0.916667
: : Fd 1
e e CC 1
esto este PD0NS000 0.983631
non no RN 0.99968
es ser VSIP3S0 1
fecho hacer VMPS0SM 0.328
de de SPS00 0.999758
buenos bueno AQ0MP0 1
nin ni CC 1
de de SPS00 0.999758
verdaderos verdadero AQ0MP0 1
omnes hombre NCMP000 1
, , Fc 1
ca ca CS 0.982082
los el DA0MP0 0.964169
romanos romano AQ0MP0 0.916667
en en SPS00 1
sus su DP3CP0 1
fechos hecho NCMP000 0.952569
sienpre siempre RG 1
mostraron mostrar VMIS3P0 1
el el DA0MS0 0.880831
contrario contrario NCMS000 0.617647
, , Fc 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
cuenta contar VMIP3S0 0.594771
Tulio tulio NP000P0 1
en en SPS00 1
el el DA0MS0 0.880831
primero 1 AO0MS0 0.73057
libro libro NCMS000 0.993994
de de SPS00 0.999758
los el DA0MP0 0.964169
Ofiçios oficio NCMP000 1
, , Fc 1
do donde PR000000 0.984536
dize decir VMIP3S0 1
que que CS 0.351047
quando cuándo PT000000 1
el el DA0MS0 0.880831
rey rey NCMS000 1
Marcos marco NCMP000 0.97619
fue ser VSIS3S0 0.93672
aderecho a+derecho SPS00+NCMS000 1
catyuo cautivo NCMS000 0.256126
a a SPS00 0.956937
Cajena cajena NCFS000 0.26841
, , Fc 1
enbiaronlo enviar+lo VMIS3P0+PP3CNa00 0.5 enviar+lo VMIS3P0+PP3MSa00 0.5
a a SPS00 0.956937
Rroma roma NP000G0 1
para para SPS00 0.988789
que que PR0CN000 0.648953
fuese ser VSSI1S0 0.480496
pleytes pleités AQ0CN0 0.272229
en en SPS00 1
redemir redimir VMN0000 1
los el DA0MP0 0.964169
catiuos cautivo NCMP000 0.333615
que que PR0CN000 0.648953
ellos ellos PP3MP000 1
tenian tener VMII3P0 1
de de SPS00 0.999758
Rroma roma NP000G0 1
, , Fc 1
e e CC 1
tomaronle tomar+le VMIS3P0+PP3CSD00 1
jura jura NCFS000 0.811365
que que PR0CN000 0.648953
tornase tornar VMSI3S0 0.649989
a a SPS00 0.956937
ellos ellos PP3MP000 1
, , Fc 1
e e CC 1
el el DA0MS0 0.880831
dicho decir VMPS0SM 0.994792
Marcos marco NCMP000 0.97619
vino venir VMIS3S0 0.991071
a a SPS00 0.956937
Rroma roma NP000G0 1
, , Fc 1
e e CC 1
entro entrar VMIS3S0 0.475
en en SPS00 1
el el DA0MS0 0.880831
consejo consejo NCMS000 0.637326
de de SPS00 0.999758
Rroma roma NP000G0 1
, , Fc 1
et et CC 1
dio dar VMIS3S0 1
por por SPS00 1
consejo consejo NCMS000 0.637326
a a SPS00 0.956937
los el DA0MP0 0.964169
Rromanos romano AQ0MP0 0.916667
que que PR0CN000 0.648953
non no RN 0.99968
redimiese redimir VMSI3S0 0.614288
los el DA0MP0 0.964169
catyuos cautivo NCMP000 0.512835
, , Fc 1
nin ni CC 1
enbiasen enviar VMSI3P0 1
arrahenes rehén NCCP000 1
por por SPS00 1
ellos ellos PP3MP000 1
, , Fc 1
por por SPS00 1
razon razón NCFS000 1
que que PR0CN000 0.648953
los el DA0MP0 0.964169
que que PR0CN000 0.648953
estauan estar VAII3P0 1
catyuos cautivar VMPS0PM 0.15
eran ser VSII3P0 1
viejos viejo AQ0MP0 0.954545
, , Fc 1
como como CS 0.953008
quier querer VMSP1S0 0.499006
que que CS 0.351047
ellos ellos PP3MP000 1
fuesen ser VSSI3P0 0.954545
buenos bueno AQ0MP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
los el DA0MP0 0.964169
que que PR0CN000 0.648953
auian haber VAII3P0 0.5
de de SPS00 0.999758
enbiar enviar VMN0000 1
en en SPS00 1
arrahenes rehén NCCP000 1
eran ser VSII3P0 1
mançebos mancebo AQ0MP0 0.426388
e e CC 1
buenos bueno AQ0MP0 1
para para SPS00 0.988789
lidiar lidiar VMN0000 1
: : Fd 1
e e CC 1
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
romanos romano NCMP000 0.0833333
tomaron tomar VMIS3P0 1
este este DD0MS0 0.93323
consejo consejo NCMS000 0.637326
, , Fc 1
e e CC 1
quando cuándo PT000000 1
lo lo PP3CNa00 0.348232
quisieron querer VMIS3P0 1
retener retener VMN0000 1
